Season,RaceName,Country,Driver,Team,LapNumber,Stint,Compound,TyreLife,PitInTime,Position,position_before_pit,position_3laps_after_pit,positions_gained,undercut_successful,strategy_outcome
2021,France,France,OCO,Alpine,28.0,1.0,HARD,28.0,4847.614,16.0,,,,,Unknown
2021,France,France,PER,Red Bull Racing,24.0,1.0,MEDIUM,27.0,4395.208,4.0,,,,,Unknown
2021,France,France,RAI,Alfa Romeo Racing,33.0,1.0,HARD,33.0,5359.15,18.0,,,,,Unknown
2021,France,France,RIC,McLaren,16.0,1.0,MEDIUM,21.0,3621.704,16.0,,,,,Unknown
2021,France,France,RUS,Williams,17.0,1.0,MEDIUM,17.0,3737.921,19.0,,,,,Unknown
2021,France,France,SAI,Ferrari,17.0,1.0,MEDIUM,20.0,3720.621,13.0,,,,,Unknown
2021,France,France,STR,Aston Martin,34.0,1.0,HARD,34.0,5438.35,13.0,,,,,Unknown
2021,France,France,TSU,AlphaTauri,15.0,1.0,MEDIUM,15.0,3532.502,19.0,,,,,Unknown
2021,France,France,VER,Red Bull Racing,18.0,1.0,MEDIUM,21.0,3791.373,3.0,,,,,Unknown
2021,France,France,VER,Red Bull Racing,32.0,2.0,HARD,14.0,5181.189,4.0,3.0,,,,Unknown
2021,France,France,VET,Aston Martin,37.0,1.0,HARD,37.0,5730.164,11.0,,,,,Unknown
2021,Hungary,Hungary,ALO,Alpine,39.0,3.0,MEDIUM,36.0,8675.892,1.0,,,,,Unknown
2021,Hungary,Hungary,GAS,AlphaTauri,30.0,3.0,MEDIUM,27.0,7944.857,5.0,,,,,Unknown
2021,Hungary,Hungary,GAS,AlphaTauri,68.0,4.0,HARD,38.0,11097.217,6.0,5.0,,,,Unknown
2021,Hungary,Hungary,GIO,Alfa Romeo Racing,1.0,1.0,MEDIUM,1.0,3893.872,16.0,,,,,Unknown
2021,Hungary,Hungary,GIO,Alfa Romeo Racing,11.0,4.0,MEDIUM,9.0,6353.47,14.0,16.0,,,,Unknown
2021,Hungary,Hungary,GIO,Alfa Romeo Racing,33.0,5.0,MEDIUM,31.0,8232.809,14.0,14.0,,,,Unknown
2021,Hungary,Hungary,HAM,Mercedes,4.0,2.0,INTERMEDIATE,2.0,5735.047,1.0,,,,,Unknown
2021,Hungary,Hungary,HAM,Mercedes,19.0,3.0,MEDIUM,18.0,7029.103,11.0,1.0,,,,Unknown
2021,Hungary,Hungary,HAM,Mercedes,47.0,4.0,HARD,28.0,9341.969,4.0,11.0,,,,Unknown
2021,Hungary,Hungary,LAT,Williams,23.0,3.0,MEDIUM,20.0,7350.309,4.0,,,,,Unknown
2021,Hungary,Hungary,MAZ,Haas F1 Team,1.0,1.0,INTERMEDIATE,1.0,3869.136,13.0,,,,,Unknown
2021,Hungary,Hungary,MSC,Haas F1 Team,34.0,3.0,MEDIUM,31.0,8314.877,13.0,,,,,Unknown
2021,Hungary,Hungary,NOR,McLaren,1.0,1.0,INTERMEDIATE,1.0,3875.352,15.0,,,,,Unknown
2021,Hungary,Hungary,OCO,Alpine,37.0,3.0,MEDIUM,34.0,8495.113,1.0,,,,,Unknown
2021,Hungary,Hungary,RAI,Alfa Romeo Racing,15.0,3.0,MEDIUM,12.0,6687.392,9.0,,,,,Unknown
2021,Hungary,Hungary,RAI,Alfa Romeo Racing,53.0,4.0,HARD,38.0,9897.493,12.0,9.0,,,,Unknown
2021,Hungary,Hungary,RIC,McLaren,20.0,3.0,MEDIUM,17.0,7110.243,8.0,,,,,Unknown
2021,Hungary,Hungary,RUS,Williams,21.0,3.0,MEDIUM,18.0,7192.96,7.0,,,,,Unknown
2021,Hungary,Hungary,SAI,Ferrari,32.0,3.0,MEDIUM,29.0,8092.648,3.0,,,,,Unknown
2021,Hungary,Hungary,TSU,AlphaTauri,22.0,3.0,MEDIUM,19.0,7268.053,5.0,,,,,Unknown
2021,Hungary,Hungary,VER,Red Bull Racing,1.0,1.0,INTERMEDIATE,1.0,3861.951,9.0,,,,,Unknown
2021,Hungary,Hungary,VER,Red Bull Racing,20.0,4.0,MEDIUM,17.0,7111.693,10.0,9.0,,,,Unknown
2021,Hungary,Hungary,VER,Red Bull Racing,40.0,5.0,HARD,20.0,8810.701,11.0,10.0,,,,Unknown
2021,Hungary,Hungary,VET,Aston Martin,36.0,3.0,MEDIUM,33.0,8414.751,2.0,,,,,Unknown
2021,Italy,Italy,ALO,Alpine,25.0,1.0,MEDIUM,25.0,5952.86,10.0,,,,,Unknown
2021,Italy,Italy,BOT,Mercedes,26.0,1.0,HARD,26.0,6049.225,5.0,,,,,Unknown
2021,Italy,Italy,GAS,AlphaTauri,3.0,1.0,HARD,3.0,4051.414,18.0,,,,,Unknown
2021,Italy,Italy,GIO,Alfa Romeo Racing,1.0,1.0,MEDIUM,1.0,3860.235,19.0,,,,,Unknown
2021,Italy,Italy,GIO,Alfa Romeo Racing,25.0,2.0,HARD,24.0,5994.414,16.0,19.0,,,,Unknown
2021,Italy,Italy,HAM,Mercedes,25.0,1.0,HARD,25.0,5923.257,1.0,,,,,Unknown
2021,Italy,Italy,KUB,Alfa Romeo Racing,26.0,1.0,HARD,26.0,6079.798,9.0,,,,,Unknown
2021,Italy,Italy,LAT,Williams,23.0,1.0,MEDIUM,23.0,5780.928,12.0,,,,,Unknown
2021,Italy,Italy,LEC,Ferrari,26.0,1.0,MEDIUM,26.0,6029.227,1.0,,,,,Unknown
2021,Italy,Italy,MAZ,Haas F1 Team,24.0,1.0,MEDIUM,24.0,5900.849,17.0,,,,,Unknown
2021,Italy,Italy,MAZ,Haas F1 Team,28.0,2.0,SOFT,7.0,6372.163,16.0,17.0,,,,Unknown
2021,Italy,Italy,MAZ,Haas F1 Team,39.0,3.0,HARD,11.0,7464.688,16.0,16.0,,,,Unknown
2021,Italy,Italy,MSC,Haas F1 Team,23.0,1.0,MEDIUM,23.0,5808.642,17.0,,,,,Unknown
2021,Italy,Italy,NOR,McLaren,24.0,1.0,MEDIUM,24.0,5837.918,3.0,,,,,Unknown
2021,Italy,Italy,OCO,Alpine,26.0,1.0,MEDIUM,26.0,6068.822,7.0,,,,,Unknown
2021,Italy,Italy,PER,Red Bull Racing,26.0,1.0,MEDIUM,26.0,6033.698,2.0,,,,,Unknown
2021,Italy,Italy,RIC,McLaren,22.0,1.0,MEDIUM,22.0,5657.595,2.0,,,,,Unknown
2021,Italy,Italy,RUS,Williams,26.0,1.0,MEDIUM,26.0,6072.143,8.0,,,,,Unknown
2021,Italy,Italy,SAI,Ferrari,26.0,1.0,MEDIUM,26.0,6047.197,4.0,,,,,Unknown
2021,Italy,Italy,STR,Aston Martin,25.0,1.0,MEDIUM,27.0,5948.505,9.0,,,,,Unknown
2021,Italy,Italy,VER,Red Bull Racing,23.0,1.0,MEDIUM,23.0,5745.54,2.0,,,,,Unknown
2021,Italy,Italy,VET,Aston Martin,22.0,1.0,MEDIUM,24.0,5695.848,14.0,,,,,Unknown
2021,Italy,Italy,VET,Aston Martin,26.0,2.0,HARD,6.0,6100.772,13.0,14.0,,,,Unknown
2021,Mexico City,Mexico,ALO,Alpine,39.0,1.0,MEDIUM,39.0,7122.609,7.0,,,,,Unknown
2021,Mexico City,Mexico,BOT,Mercedes,1.0,1.0,MEDIUM,6.0,3855.038,18.0,,15.0,,,Unknown
2021,Mexico City,Mexico,BOT,Mercedes,40.0,2.0,HARD,39.0,7229.854,11.0,18.0,,,,Unknown
2021,Mexico City,Mexico,BOT,Mercedes,63.0,3.0,MEDIUM,23.0,9136.382,13.0,11.0,,,,Unknown
2021,Mexico City,Mexico,BOT,Mercedes,67.0,4.0,SOFT,7.0,9485.927,15.0,13.0,,,,Unknown
2021,Mexico City,Mexico,GAS,AlphaTauri,31.0,1.0,MEDIUM,34.0,6439.113,4.0,,,,,Unknown
2021,Mexico City,Mexico,GIO,Alfa Romeo Racing,16.0,1.0,MEDIUM,20.0,5219.425,8.0,,,,,Unknown
2021,Mexico City,Mexico,HAM,Mercedes,29.0,1.0,MEDIUM,32.0,6256.484,3.0,,,,,Unknown
2021,Mexico City,Mexico,LAT,Williams,11.0,1.0,MEDIUM,11.0,4821.888,18.0,,,,,Unknown
2021,Mexico City,Mexico,LAT,Williams,49.0,2.0,HARD,38.0,8038.587,17.0,18.0,,,,Unknown
2021,Mexico City,Mexico,LEC,Ferrari,30.0,1.0,MEDIUM,35.0,6360.648,6.0,,,,,Unknown
2021,Mexico City,Mexico,MAZ,Haas F1 Team,13.0,1.0,MEDIUM,13.0,4990.1,16.0,,,,,Unknown
2021,Mexico City,Mexico,MAZ,Haas F1 Team,58.0,2.0,HARD,45.0,8841.608,18.0,16.0,,,,Unknown
2021,Mexico City,Mexico,NOR,McLaren,44.0,1.0,MEDIUM,47.0,7537.775,8.0,,,,,Unknown
2021,Mexico City,Mexico,OCO,Alpine,14.0,1.0,SOFT,14.0,5069.303,13.0,,,,,Unknown
2021,Mexico City,Mexico,PER,Red Bull Racing,40.0,1.0,MEDIUM,43.0,7153.877,2.0,,,,,Unknown
2021,Mexico City,Mexico,RAI,Alfa Romeo Racing,32.0,1.0,MEDIUM,35.0,6541.748,7.0,,,,,Unknown
2021,Mexico City,Mexico,RIC,McLaren,1.0,1.0,MEDIUM,4.0,3850.599,16.0,,,,,Unknown
2021,Mexico City,Mexico,RIC,McLaren,38.0,2.0,HARD,37.0,7066.542,12.0,16.0,,,,Unknown
2021,Mexico City,Mexico,RUS,Williams,15.0,1.0,MEDIUM,15.0,5150.961,12.0,,,,,Unknown
2021,Mexico City,Mexico,SAI,Ferrari,42.0,1.0,MEDIUM,47.0,7344.966,4.0,,,,,Unknown
2021,Mexico City,Mexico,STR,Aston Martin,12.0,1.0,MEDIUM,14.0,4904.888,17.0,,,,,Unknown
2021,Mexico City,Mexico,STR,Aston Martin,34.0,2.0,HARD,22.0,6756.338,16.0,17.0,,,,Unknown
2021,Mexico City,Mexico,VER,Red Bull Racing,33.0,1.0,MEDIUM,36.0,6572.659,1.0,,,,,Unknown
2021,Mexico City,Mexico,VET,Aston Martin,33.0,1.0,MEDIUM,36.0,6621.298,6.0,,,,,Unknown
2021,Monaco,Monaco,ALO,Alpine,45.0,1.0,MEDIUM,45.0,5494.693,13.0,,,,,Unknown
2021,Monaco,Monaco,GAS,AlphaTauri,30.0,1.0,SOFT,36.0,4283.122,7.0,,,,,Unknown
2021,Monaco,Monaco,GIO,Alfa Romeo Racing,33.0,1.0,SOFT,38.0,4542.535,12.0,,,,,Unknown
2021,Monaco,Monaco,HAM,Mercedes,29.0,1.0,SOFT,33.0,4207.703,8.0,,,,,Unknown
2021,Monaco,Monaco,HAM,Mercedes,67.0,2.0,HARD,38.0,7127.992,7.0,8.0,,,,Unknown
2021,Monaco,Monaco,LAT,Williams,43.0,1.0,MEDIUM,43.0,5363.882,16.0,,,,,Unknown
2021,Monaco,Monaco,MAZ,Haas F1 Team,34.0,1.0,SOFT,34.0,4705.575,17.0,,,,,Unknown
2021,Monaco,Monaco,MSC,Haas F1 Team,37.0,1.0,SOFT,37.0,4963.663,18.0,,,,,Unknown
2021,Monaco,Monaco,NOR,McLaren,30.0,1.0,SOFT,35.0,4281.265,6.0,,,,,Unknown
2021,Monaco,Monaco,OCO,Alpine,37.0,1.0,SOFT,37.0,4848.031,10.0,,,,,Unknown
2021,Monaco,Monaco,PER,Red Bull Racing,35.0,1.0,SOFT,40.0,4663.911,4.0,,,,,Unknown
2021,Monaco,Monaco,RAI,Alfa Romeo Racing,43.0,1.0,MEDIUM,43.0,5321.532,11.0,,,,,Unknown
2021,Monaco,Monaco,RIC,McLaren,36.0,1.0,MEDIUM,36.0,4792.275,13.0,,,,,Unknown
2021,Monaco,Monaco,RUS,Williams,31.0,1.0,MEDIUM,31.0,4426.871,16.0,,,,,Unknown
2021,Monaco,Monaco,SAI,Ferrari,32.0,1.0,SOFT,38.0,4427.767,3.0,,,,,Unknown
2021,Monaco,Monaco,STR,Aston Martin,58.0,1.0,HARD,58.0,6448.637,8.0,,,,,Unknown
2021,Monaco,Monaco,TSU,AlphaTauri,64.0,1.0,HARD,64.0,6969.006,16.0,,,,,Unknown
2021,Monaco,Monaco,VER,Red Bull Racing,34.0,1.0,SOFT,39.0,4570.012,1.0,,,,,Unknown
2021,Monaco,Monaco,VET,Aston Martin,31.0,1.0,SOFT,36.0,4362.271,5.0,,,,,Unknown
2021,Netherlands,Netherlands,ALO,Alpine,33.0,1.0,SOFT,36.0,6281.413,6.0,,,,,Unknown
2021,Netherlands,Netherlands,BOT,Mercedes,31.0,1.0,SOFT,35.0,6085.185,3.0,,,,,Unknown
2021,Netherlands,Netherlands,BOT,Mercedes,67.0,2.0,MEDIUM,36.0,8796.19,3.0,3.0,,,,Unknown
2021,Netherlands,Netherlands,GAS,AlphaTauri,24.0,1.0,SOFT,27.0,5571.368,5.0,,,,,Unknown
2021,Netherlands,Netherlands,GIO,Alfa Romeo Racing,27.0,1.0,SOFT,30.0,5834.485,10.0,,,,,Unknown
2021,Netherlands,Netherlands,GIO,Alfa Romeo Racing,33.0,2.0,MEDIUM,6.0,6317.929,14.0,10.0,,,,Unknown
2021,Netherlands,Netherlands,HAM,Mercedes,20.0,1.0,SOFT,24.0,5239.304,2.0,,,,,Unknown
2021,Netherlands,Netherlands,HAM,Mercedes,39.0,2.0,MEDIUM,19.0,6680.178,2.0,2.0,,,,Unknown
2021,Netherlands,Netherlands,HAM,Mercedes,70.0,3.0,MEDIUM,36.0,8989.858,2.0,2.0,,,,Unknown
2021,Netherlands,Netherlands,KUB,Alfa Romeo Racing,40.0,1.0,MEDIUM,40.0,6869.784,18.0,,,,,Unknown
2021,Netherlands,Netherlands,LAT,Williams,23.0,1.0,MEDIUM,23.0,5540.039,17.0,,,,,Unknown
2021,Netherlands,Netherlands,LEC,Ferrari,34.0,1.0,SOFT,37.0,6340.087,4.0,,,,,Unknown
2021,Netherlands,Netherlands,MAZ,Haas F1 Team,33.0,1.0,MEDIUM,33.0,6335.97,19.0,,,,,Unknown
2021,Netherlands,Netherlands,MAZ,Haas F1 Team,41.0,2.0,HARD,8.0,6974.403,19.0,19.0,,,,Unknown
2021,Netherlands,Netherlands,MSC,Haas F1 Team,4.0,1.0,SOFT,4.0,4062.811,20.0,,,,,Unknown
2021,Netherlands,Netherlands,MSC,Haas F1 Team,30.0,2.0,HARD,26.0,6159.468,20.0,20.0,,,,Unknown
2021,Netherlands,Netherlands,NOR,McLaren,42.0,1.0,MEDIUM,42.0,6986.59,8.0,,,,,Unknown
2021,Netherlands,Netherlands,OCO,Alpine,31.0,1.0,SOFT,34.0,6133.152,8.0,,,,,Unknown
2021,Netherlands,Netherlands,PER,Red Bull Racing,8.0,1.0,HARD,8.0,4372.819,19.0,,,,,Unknown
2021,Netherlands,Netherlands,PER,Red Bull Racing,47.0,2.0,MEDIUM,39.0,7371.811,9.0,19.0,,,,Unknown
2021,Netherlands,Netherlands,RIC,McLaren,30.0,1.0,SOFT,33.0,6061.984,9.0,,,,,Unknown
2021,Netherlands,Netherlands,RUS,Williams,27.0,1.0,MEDIUM,27.0,5835.599,11.0,,,,,Unknown
2021,Netherlands,Netherlands,RUS,Williams,68.0,2.0,HARD,41.0,8998.257,13.0,11.0,,,,Unknown
2021,Netherlands,Netherlands,RUS,Williams,69.0,3.0,SOFT,1.0,9118.196,17.0,13.0,,,,Unknown
2021,Netherlands,Netherlands,SAI,Ferrari,31.0,1.0,SOFT,34.0,6119.161,5.0,,,,,Unknown
2021,Netherlands,Netherlands,STR,Aston Martin,27.0,1.0,SOFT,27.0,5837.932,14.0,,,,,Unknown
2021,Netherlands,Netherlands,TSU,AlphaTauri,31.0,1.0,SOFT,31.0,6151.357,11.0,,,,,Unknown
2021,Netherlands,Netherlands,TSU,AlphaTauri,48.0,2.0,MEDIUM,17.0,7484.057,16.0,11.0,,,,Unknown
2021,Netherlands,Netherlands,VER,Red Bull Racing,21.0,1.0,SOFT,24.0,5311.219,1.0,,,,,Unknown
2021,Netherlands,Netherlands,VER,Red Bull Racing,40.0,2.0,MEDIUM,19.0,6751.067,1.0,1.0,,,,Unknown
2021,Netherlands,Netherlands,VET,Aston Martin,10.0,1.0,SOFT,10.0,4525.416,16.0,,,,,Unknown
2021,Netherlands,Netherlands,VET,Aston Martin,44.0,2.0,HARD,34.0,7179.897,17.0,16.0,,,,Unknown
2021,Portugal,Portugal,ALO,Alpine,2.0,1.0,MEDIUM,2.0,2195.28,14.0,,,,,Unknown
2021,Portugal,Portugal,ALO,Alpine,3.0,2.0,MEDIUM,3.0,2334.293,14.0,14.0,,,,Unknown
2021,Portugal,Portugal,ALO,Alpine,40.0,3.0,MEDIUM,40.0,5558.25,6.0,14.0,,,,Unknown
2021,Portugal,Portugal,BOT,Mercedes,2.0,1.0,MEDIUM,6.0,2171.853,1.0,,3.0,,,Unknown
2021,Portugal,Portugal,BOT,Mercedes,3.0,2.0,MEDIUM,7.0,2314.52,1.0,1.0,,,,Unknown
2021,Portugal,Portugal,BOT,Mercedes,36.0,3.0,MEDIUM,40.0,5188.373,2.0,1.0,,,,Unknown
2021,Portugal,Portugal,BOT,Mercedes,63.0,4.0,HARD,28.0,7420.068,3.0,2.0,,,,Unknown
2021,Portugal,Portugal,GAS,AlphaTauri,2.0,1.0,SOFT,6.0,2185.142,9.0,,,,,Unknown
2021,Portugal,Portugal,GAS,AlphaTauri,3.0,2.0,SOFT,7.0,2326.409,9.0,9.0,,,,Unknown
2021,Portugal,Portugal,GAS,AlphaTauri,24.0,3.0,SOFT,28.0,4224.008,7.0,9.0,,,,Unknown
2021,Portugal,Portugal,GIO,Alfa Romeo Racing,2.0,1.0,MEDIUM,2.0,2190.001,12.0,,,,,Unknown
2021,Portugal,Portugal,GIO,Alfa Romeo Racing,3.0,2.0,MEDIUM,3.0,2330.567,12.0,12.0,,,,Unknown
2021,Portugal,Portugal,GIO,Alfa Romeo Racing,22.0,3.0,MEDIUM,22.0,4062.153,13.0,12.0,,,,Unknown
2021,Portugal,Portugal,HAM,Mercedes,2.0,1.0,MEDIUM,6.0,2173.985,2.0,,,,,Unknown
2021,Portugal,Portugal,HAM,Mercedes,3.0,2.0,MEDIUM,7.0,2316.661,2.0,2.0,,,,Unknown
2021,Portugal,Portugal,HAM,Mercedes,37.0,3.0,MEDIUM,41.0,5266.497,1.0,2.0,,,,Unknown
2021,Portugal,Portugal,LAT,Williams,2.0,1.0,MEDIUM,2.0,2199.485,17.0,,,,,Unknown
2021,Portugal,Portugal,LAT,Williams,3.0,2.0,MEDIUM,3.0,2339.358,17.0,17.0,,,,Unknown
2021,Portugal,Portugal,LAT,Williams,24.0,3.0,MEDIUM,24.0,4251.478,16.0,17.0,,,,Unknown
2021,Portugal,Portugal,LEC,Ferrari,2.0,1.0,MEDIUM,7.0,2183.443,8.0,,,,,Unknown
2021,Portugal,Portugal,LEC,Ferrari,3.0,2.0,MEDIUM,8.0,2324.361,8.0,8.0,,,,Unknown
2021,Portugal,Portugal,LEC,Ferrari,25.0,3.0,MEDIUM,30.0,4305.058,5.0,8.0,,,,Unknown
2021,Portugal,Portugal,MAZ,Haas F1 Team,2.0,1.0,MEDIUM,2.0,2202.929,19.0,,19.0,,,Unknown
2021,Portugal,Portugal,MAZ,Haas F1 Team,3.0,2.0,MEDIUM,3.0,2342.264,19.0,19.0,,,,Unknown
2021,Portugal,Portugal,MAZ,Haas F1 Team,31.0,3.0,MEDIUM,31.0,4855.258,17.0,19.0,,,,Unknown
2021,Portugal,Portugal,MAZ,Haas F1 Team,43.0,4.0,HARD,12.0,5912.121,19.0,17.0,,,,Unknown
2021,Portugal,Portugal,MSC,Haas F1 Team,2.0,1.0,MEDIUM,2.0,2203.877,18.0,,,,,Unknown
2021,Portugal,Portugal,MSC,Haas F1 Team,3.0,2.0,MEDIUM,3.0,2340.458,18.0,18.0,,,,Unknown
2021,Portugal,Portugal,MSC,Haas F1 Team,32.0,3.0,MEDIUM,32.0,4929.542,15.0,18.0,,,,Unknown
2021,Portugal,Portugal,NOR,McLaren,2.0,1.0,SOFT,6.0,2180.265,6.0,,,,,Unknown
2021,Portugal,Portugal,NOR,McLaren,3.0,2.0,SOFT,7.0,2320.96,6.0,6.0,,,,Unknown
2021,Portugal,Portugal,NOR,McLaren,22.0,3.0,SOFT,26.0,4049.92,5.0,6.0,,,,Unknown
2021,Portugal,Portugal,OCO,Alpine,2.0,1.0,SOFT,5.0,2182.119,7.0,,,,,Unknown
2021,Portugal,Portugal,OCO,Alpine,3.0,2.0,SOFT,6.0,2322.808,7.0,7.0,,,,Unknown
2021,Portugal,Portugal,OCO,Alpine,22.0,3.0,SOFT,25.0,4055.813,9.0,7.0,,,,Unknown
2021,Portugal,Portugal,PER,Red Bull Racing,2.0,1.0,MEDIUM,8.0,2178.379,5.0,,,,,Unknown
2021,Portugal,Portugal,PER,Red Bull Racing,3.0,2.0,MEDIUM,9.0,2320.164,5.0,5.0,,,,Unknown
2021,Portugal,Portugal,PER,Red Bull Racing,51.0,3.0,MEDIUM,57.0,6438.577,4.0,5.0,,,,Unknown
2021,Portugal,Portugal,RIC,McLaren,2.0,1.0,MEDIUM,2.0,2191.554,13.0,,,,,Unknown
2021,Portugal,Portugal,RIC,McLaren,3.0,2.0,MEDIUM,3.0,2332.252,13.0,13.0,,,,Unknown
2021,Portugal,Portugal,RIC,McLaren,41.0,3.0,MEDIUM,41.0,5637.117,5.0,13.0,,,,Unknown
2021,Portugal,Portugal,RUS,Williams,2.0,1.0,MEDIUM,2.0,2188.108,11.0,,,,,Unknown
2021,Portugal,Portugal,RUS,Williams,3.0,2.0,MEDIUM,3.0,2329.144,11.0,11.0,,,,Unknown
2021,Portugal,Portugal,RUS,Williams,28.0,3.0,MEDIUM,28.0,4591.06,16.0,11.0,,,,Unknown
2021,Portugal,Portugal,SAI,Ferrari,2.0,1.0,SOFT,7.0,2177.182,4.0,,,,,Unknown
2021,Portugal,Portugal,SAI,Ferrari,3.0,2.0,SOFT,8.0,2318.764,4.0,4.0,,,,Unknown
2021,Portugal,Portugal,SAI,Ferrari,21.0,3.0,SOFT,26.0,3968.221,7.0,4.0,,,,Unknown
2021,Portugal,Portugal,STR,Aston Martin,2.0,1.0,SOFT,2.0,2199.941,16.0,,,,,Unknown
2021,Portugal,Portugal,STR,Aston Martin,3.0,2.0,SOFT,3.0,2337.663,16.0,16.0,,,,Unknown
2021,Portugal,Portugal,STR,Aston Martin,39.0,3.0,SOFT,39.0,5483.373,7.0,16.0,,,,Unknown
2021,Portugal,Portugal,TSU,AlphaTauri,2.0,1.0,MEDIUM,2.0,2196.965,15.0,,,,,Unknown
2021,Portugal,Portugal,TSU,AlphaTauri,3.0,2.0,MEDIUM,3.0,2336.114,15.0,15.0,,,,Unknown
2021,Portugal,Portugal,TSU,AlphaTauri,21.0,3.0,MEDIUM,21.0,3984.264,15.0,15.0,,,,Unknown
2021,Portugal,Portugal,VER,Red Bull Racing,2.0,1.0,MEDIUM,7.0,2174.988,3.0,,2.0,,,Unknown
2021,Portugal,Portugal,VER,Red Bull Racing,3.0,2.0,MEDIUM,8.0,2317.831,3.0,3.0,,,,Unknown
2021,Portugal,Portugal,VER,Red Bull Racing,35.0,3.0,MEDIUM,40.0,5107.357,3.0,3.0,,,,Unknown
2021,Portugal,Portugal,VER,Red Bull Racing,64.0,4.0,HARD,29.0,7495.846,2.0,3.0,,,,Unknown
2021,Portugal,Portugal,VET,Aston Martin,2.0,1.0,SOFT,5.0,2187.621,10.0,,,,,Unknown
2021,Portugal,Portugal,VET,Aston Martin,3.0,2.0,SOFT,6.0,2328.961,10.0,10.0,,,,Unknown
2021,Portugal,Portugal,VET,Aston Martin,22.0,3.0,SOFT,25.0,4060.672,11.0,10.0,,,,Unknown
2021,Qatar,Qatar,ALO,Alpine,23.0,1.0,SOFT,26.0,5840.912,7.0,,,,,Unknown
2021,Qatar,Qatar,GAS,AlphaTauri,13.0,1.0,SOFT,16.0,4957.601,17.0,,,,,Unknown
2021,Qatar,Qatar,GAS,AlphaTauri,35.0,2.0,MEDIUM,25.0,6943.365,10.0,17.0,,,,Unknown
2021,Qatar,Qatar,GIO,Alfa Romeo Racing,15.0,1.0,SOFT,15.0,5155.013,20.0,,,,,Unknown
2021,Qatar,Qatar,GIO,Alfa Romeo Racing,32.0,2.0,MEDIUM,17.0,6704.158,17.0,20.0,,,,Unknown
2021,Qatar,Qatar,HAM,Mercedes,18.0,1.0,MEDIUM,21.0,5361.595,1.0,,,,,Unknown
2021,Qatar,Qatar,HAM,Mercedes,42.0,2.0,HARD,24.0,7478.346,1.0,1.0,,,,Unknown
2021,Qatar,Qatar,LAT,Williams,18.0,1.0,SOFT,18.0,5432.205,19.0,,,,,Unknown
2021,Qatar,Qatar,LEC,Ferrari,27.0,1.0,MEDIUM,27.0,6226.556,12.0,,,,,Unknown
2021,Qatar,Qatar,MAZ,Haas F1 Team,31.0,1.0,MEDIUM,31.0,6636.893,20.0,,,,,Unknown
2021,Qatar,Qatar,MSC,Haas F1 Team,22.0,1.0,SOFT,25.0,5799.323,20.0,,,,,Unknown
2021,Qatar,Qatar,NOR,McLaren,25.0,1.0,SOFT,28.0,6032.643,10.0,,,,,Unknown
2021,Qatar,Qatar,NOR,McLaren,49.0,2.0,HARD,24.0,8168.885,9.0,10.0,,,,Unknown
2021,Qatar,Qatar,OCO,Alpine,24.0,1.0,SOFT,27.0,5947.917,12.0,,,,,Unknown
2021,Qatar,Qatar,PER,Red Bull Racing,19.0,1.0,MEDIUM,19.0,5489.428,11.0,,,,,Unknown
2021,Qatar,Qatar,PER,Red Bull Racing,41.0,2.0,HARD,22.0,7456.085,6.0,11.0,,,,Unknown
2021,Qatar,Qatar,RAI,Alfa Romeo Racing,10.0,1.0,SOFT,10.0,4695.248,19.0,,,,,Unknown
2021,Qatar,Qatar,RAI,Alfa Romeo Racing,30.0,2.0,MEDIUM,20.0,6520.471,18.0,19.0,,,,Unknown
2021,Qatar,Qatar,RIC,McLaren,26.0,1.0,MEDIUM,26.0,6139.682,13.0,,,,,Unknown
2021,Qatar,Qatar,RUS,Williams,17.0,1.0,SOFT,17.0,5340.548,20.0,,,,,Unknown
2021,Qatar,Qatar,RUS,Williams,49.0,2.0,HARD,32.0,8257.276,19.0,20.0,,,,Unknown
2021,Qatar,Qatar,SAI,Ferrari,27.0,1.0,MEDIUM,30.0,6217.195,8.0,,,,,Unknown
2021,Qatar,Qatar,STR,Aston Martin,23.0,1.0,MEDIUM,23.0,5860.618,13.0,,,,,Unknown
2021,Qatar,Qatar,TSU,AlphaTauri,9.0,1.0,SOFT,12.0,4603.163,20.0,,,,,Unknown
2021,Qatar,Qatar,TSU,AlphaTauri,34.0,2.0,MEDIUM,25.0,6869.812,13.0,20.0,,,,Unknown
2021,Qatar,Qatar,VER,Red Bull Racing,17.0,1.0,MEDIUM,20.0,5283.444,2.0,,,,,Unknown
2021,Qatar,Qatar,VER,Red Bull Racing,41.0,2.0,HARD,24.0,7401.286,2.0,2.0,,,,Unknown
2021,Qatar,Qatar,VER,Red Bull Racing,55.0,3.0,MEDIUM,14.0,8640.184,2.0,2.0,,,,Unknown
2021,Qatar,Qatar,VET,Aston Martin,26.0,1.0,SOFT,29.0,6141.241,15.0,,,,,Unknown
2021,Russia,Russia,ALO,Alpine,36.0,1.0,HARD,36.0,7418.668,4.0,,,,,Unknown
2021,Russia,Russia,ALO,Alpine,50.0,2.0,MEDIUM,14.0,8913.493,5.0,4.0,,,,Unknown
2021,Russia,Russia,BOT,Mercedes,28.0,1.0,HARD,28.0,6634.25,10.0,,,,,Unknown
2021,Russia,Russia,BOT,Mercedes,47.0,2.0,MEDIUM,19.0,8576.758,14.0,10.0,,,,Unknown
